"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Georgia","13","25-34 years","25-34","2017","2017",150,1453326,10.3
,"Georgia","13","25-34 years","25-34","2018","2018",167,1473246,11.3
,"Georgia","13","25-34 years","25-34","2019","2019",156,1493261,10.4
,"Georgia","13","25-34 years","25-34","2020","2020",166,1506359,11.0
,"Georgia","13","35-44 years","35-44","2010","2010",116,1397540,8.3
,"Georgia","13","35-44 years","35-44","2011","2011",130,1383053,9.4
,"Georgia","13","35-44 years","35-44","2012","2012",114,1378173,8.3
,"Georgia","13","35-44 years","35-44","2013","2013",125,1372415,9.1
,"Georgia","13","35-44 years","35-44","2014","2014",120,1369784,8.8
,"Georgia","13","35-44 years","35-44","2015","2015",121,1370719,8.8
,"Georgia","13","35-44 years","35-44","2016","2016",110,1362970,8.1
,"Georgia","13","35-44 years","35-44","2017","2017",127,1367466,9.3
,"Georgia","13","35-44 years","35-44","2018","2018",131,1372602,9.5
,"Georgia","13","35-44 years","35-44","2019","2019",126,1380954,9.1
,"Georgia","13","35-44 years","35-44","2020","2020",131,1394847,9.4
,"Georgia","13","45-54 years","45-54","2010","2010",143,1391252,10.3
,"Georgia","13","45-54 years","45-54","2011","2011",151,1395170,10.8
,"Georgia","13","45-54 years","45-54","2012","2012",152,1394548,10.9
,"Georgia","13","45-54 years","45-54","2013","2013",148,1396297,10.6
,"Georgia","13","45-54 years","45-54","2014","2014",188,1398530,13.4
,"Georgia","13","45-54 years","45-54","2015","2015",149,1406709,10.6
,"Georgia","13","45-54 years","45-54","2016","2016",158,1416698,11.2
,"Georgia","13","45-54 years","45-54","2017","2017",160,1419086,11.3
,"Georgia","13","45-54 years","45-54","2018","2018",170,1411438,12.0
,"Georgia","13","45-54 years","45-54","2019","2019",171,1399652,12.2
,"Georgia","13","45-54 years","45-54","2020","2020",148,1391098,10.6
,"Georgia","13","55-64 years","55-64","2010","2010",126,1069557,11.8
,"Georgia","13","55-64 years","55-64","2011","2011",141,1115955,12.6
,"Georgia","13","55-64 years","55-64","2012","2012",149,1134511,13.1
,"Georgia","13","55-64 years","55-64","2013","2013",117,1155188,10.1
,"Georgia","13","55-64 years","55-64","2014","2014",140,1179203,11.9
,"Georgia","13","55-64 years","55-64","2015","2015",133,1209172,11.0
,"Georgia","13","55-64 years","55-64","2016","2016",167,1236811,13.5
,"Georgia","13","55-64 years","55-64","2017","2017",141,1263562,11.2
,"Georgia","13","55-64 years","55-64","2018","2018",168,1285682,13.1
,"Georgia","13","55-64 years","55-64","2019","2019",159,1307533,12.2
,"Georgia","13","55-64 years","55-64","2020","2020",132,1323211,10.0
,"Georgia","13","65-74 years","65-74","2010","2010",87,606429,14.3
,"Georgia","13","65-74 years","65-74","2011","2011",69,637062,10.8
,"Georgia","13","65-74 years","65-74","2012","2012",77,686935,11.2
,"Georgia","13","65-74 years","65-74","2013","2013",101,729059,13.9
,"Georgia","13","65-74 years","65-74","2014","2014",107,769062,13.9
,"Georgia","13","65-74 years","65-74","2015","2015",100,804987,12.4
,"Georgia","13","65-74 years","65-74","2016","2016",109,839325,13.0
,"Georgia","13","65-74 years","65-74","2017","2017",113,870879,13.0
,"Georgia","13","65-74 years","65-74","2018","2018",131,895419,14.6
,"Georgia","13","65-74 years","65-74","2019","2019",123,926001,13.3
,"Georgia","13","65-74 years","65-74","2020","2020",110,959264,11.5
,"Georgia","13","75-84 years","75-84","2010","2010",51,311783,16.4
,"Georgia","13","75-84 years","75-84","2011","2011",46,321202,14.3
,"Georgia","13","75-84 years","75-84","2012","2012",56,329281,17.0
,"Georgia","13","75-84 years","75-84","2013","2013",39,338878,11.5
,"Georgia","13","75-84 years","75-84","2014","2014",59,351282,16.8
,"Georgia","13","75-84 years","75-84","2015","2015",70,363990,19.2
,"Georgia","13","75-84 years","75-84","2016","2016",56,377202,14.8
,"Georgia","13","75-84 years","75-84","2017","2017",63,394334,16.0
,"Georgia","13","75-84 years","75-84","2018","2018",67,418357,16.0
,"Georgia","13","75-84 years","75-84","2019","2019",70,439884,15.9
,"Georgia","13","75-84 years","75-84","2020","2020",70,459814,15.2
,"Georgia","13","85+ years","85+","2010","2010",15,113823,Unreliable
,"Georgia","13","85+ years","85+","2011","2011",19,119248,Unreliable
,"Georgia","13","85+ years","85+","2012","2012",17,123483,Unreliable
,"Georgia","13","85+ years","85+","2013","2013",18,128018,Unreliable
,"Georgia","13","85+ years","85+","2014","2014",23,131194,17.5
,"Georgia","13","85+ years","85+","2015","2015",24,135947,17.7
,"Georgia","13","85+ years","85+","2016","2016",12,138135,Unreliable
,"Georgia","13","85+ years","85+","2017","2017",26,142597,18.2
,"Georgia","13","85+ years","85+","2018","2018",28,146633,19.1
,"Georgia","13","85+ years","85+","2019","2019",30,151069,19.9
,"Georgia","13","85+ years","85+","2020","2020",32,155589,20.6
,"Hawaii","15","55-64 years","55-64","2012","2012",11,181200,Unreliable
,"Hawaii","15","55-64 years","55-64","2015","2015",12,179443,Unreliable
,"Hawaii","15","65-74 years","65-74","2016","2016",10,139010,Unreliable
,"Idaho","16","15-24 years","15-24","2010","2010",21,223568,9.4
,"Idaho","16","15-24 years","15-24","2011","2011",27,225947,11.9
,"Idaho","16","15-24 years","15-24","2012","2012",32,226098,14.2
,"Idaho","16","15-24 years","15-24","2013","2013",27,225655,12.0
,"Idaho","16","15-24 years","15-24","2014","2014",22,227048,9.7
,"Idaho","16","15-24 years","15-24","2015","2015",27,228530,11.8
,"Idaho","16","15-24 years","15-24","2016","2016",34,230642,14.7
,"Idaho","16","15-24 years","15-24","2017","2017",36,234297,15.4
,"Idaho","16","15-24 years","15-24","2018","2018",45,239400,18.8
,"Idaho","16","15-24 years","15-24","2019","2019",35,241619,14.5
,"Idaho","16","15-24 years","15-24","2020","2020",43,247113,17.4
,"Idaho","16","25-34 years","25-34","2010","2010",25,208965,12.0
,"Idaho","16","25-34 years","25-34","2011","2011",17,210502,Unreliable
,"Idaho","16","25-34 years","25-34","2012","2012",22,210527,10.4
,"Idaho","16","25-34 years","25-34","2013","2013",33,212296,15.5
,"Idaho","16","25-34 years","25-34","2014","2014",24,215372,11.1
,"Idaho","16","25-34 years","25-34","2015","2015",38,217691,17.5
,"Idaho","16","25-34 years","25-34","2016","2016",21,221561,9.5
,"Idaho","16","25-34 years","25-34","2017","2017",38,225719,16.8
,"Idaho","16","25-34 years","25-34","2018","2018",38,231382,16.4
,"Idaho","16","25-34 years","25-34","2019","2019",25,236490,10.6
,"Idaho","16","25-34 years","25-34","2020","2020",46,241578,19.0
,"Idaho","16","35-44 years","35-44","2010","2010",29,191609,15.1
,"Idaho","16","35-44 years","35-44","2011","2011",32,191879,16.7
,"Idaho","16","35-44 years","35-44","2012","2012",24,193924,12.4
,"Idaho","16","35-44 years","35-44","2013","2013",24,196801,12.2
,"Idaho","16","35-44 years","35-44","2014","2014",24,199791,12.0
,"Idaho","16","35-44 years","35-44","2015","2015",32,202632,15.8
,"Idaho","16","35-44 years","35-44","2016","2016",32,205995,15.5
,"Idaho","16","35-44 years","35-44","2017","2017",38,212618,17.9
,"Idaho","16","35-44 years","35-44","2018","2018",29,220029,13.2
,"Idaho","16","35-44 years","35-44","2019","2019",31,227172,13.6
,"Idaho","16","35-44 years","35-44","2020","2020",44,234230,18.8
,"Idaho","16","45-54 years","45-54","2010","2010",29,208537,13.9
,"Idaho","16","45-54 years","45-54","2011","2011",29,206361,14.1
,"Idaho","16","45-54 years","45-54","2012","2012",34,203034,16.7
,"Idaho","16","45-54 years","45-54","2013","2013",37,200427,18.5
,"Idaho","16","45-54 years","45-54","2014","2014",31,199241,15.6
,"Idaho","16","45-54 years","45-54","2015","2015",30,198782,15.1
,"Idaho","16","45-54 years","45-54","2016","2016",47,198609,23.7
,"Idaho","16","45-54 years","45-54","2017","2017",34,199372,17.1
,"Idaho","16","45-54 years","45-54","2018","2018",37,199925,18.5
,"Idaho","16","45-54 years","45-54","2019","2019",31,201766,15.4
,"Idaho","16","45-54 years","45-54","2020","2020",40,205499,19.5
,"Idaho","16","55-64 years","55-64","2010","2010",38,180313,21.1
,"Idaho","16","55-64 years","55-64","2011","2011",30,188817,15.9
,"Idaho","16","55-64 years","55-64","2012","2012",29,192165,15.1
,"Idaho","16","55-64 years","55-64","2013","2013",30,196012,15.3
,"Idaho","16","55-64 years","55-64","2014","2014",34,199565,17.0
,"Idaho","16","55-64 years","55-64","2015","2015",38,203570,18.7
,"Idaho","16","55-64 years","55-64","2016","2016",28,208250,13.4
,"Idaho","16","55-64 years","55-64","2017","2017",44,211747,20.8
,"Idaho","16","55-64 years","55-64","2018","2018",32,214850,14.9
,"Idaho","16","55-64 years","55-64","2019","2019",37,218360,16.9
,"Idaho","16","55-64 years","55-64","2020","2020",47,220824,21.3
,"Idaho","16","65-74 years","65-74","2010","2010",16,109534,Unreliable
,"Idaho","16","65-74 years","65-74","2011","2011",16,115006,Unreliable
,"Idaho","16","65-74 years","65-74","2012","2012",16,123343,Unreliable
,"Idaho","16","65-74 years","65-74","2013","2013",27,131211,20.6
,"Idaho","16","65-74 years","65-74","2014","2014",13,138693,Unreliable
,"Idaho","16","65-74 years","65-74","2015","2015",28,145744,19.2
,"Idaho","16","65-74 years","65-74","2016","2016",32,153740,20.8
,"Idaho","16","65-74 years","65-74","2017","2017",23,160852,14.3
,"Idaho","16","65-74 years","65-74","2018","2018",35,168241,20.8
,"Idaho","16","65-74 years","65-74","2019","2019",23,175866,13.1
,"Idaho","16","65-74 years","65-74","2020","2020",23,185942,12.4
,"Idaho","16","75-84 years","75-84","2010","2010",14,59892,Unreliable
,"Idaho","16","75-84 years","75-84","2013","2013",15,64793,Unreliable
,"Idaho","16","75-84 years","75-84","2014","2014",14,67334,Unreliable
,"Idaho","16","75-84 years","75-84","2015","2015",11,69816,Unreliable
,"Idaho","16","75-84 years","75-84","2016","2016",13,72814,Unreliable
,"Idaho","16","75-84 years","75-84","2017","2017",21,75442,27.8
,"Idaho","16","75-84 years","75-84","2018","2018",20,80622,24.8
,"Idaho","16","75-84 years","75-84","2019","2019",29,85030,34.1
,"Idaho","16","75-84 years","75-84","2020","2020",25,89638,27.9
,"Idaho","16","85+ years","85+","2014","2014",13,27349,Unreliable
,"Idaho","16","85+ years","85+","2018","2018",12,29419,Unreliable
,"Illinois","17","15-24 years","15-24","2010","2010",42,1801056,2.3
,"Illinois","17","15-24 years","15-24","2011","2011",48,1794585,2.7
,"Illinois","17","15-24 years","15-24","2012","2012",48,1788611,2.7
,"Illinois","17","15-24 years","15-24","2013","2013",47,1783044,2.6
,"Illinois","17","15-24 years","15-24","2014","2014",66,1769572,3.7
,"Illinois","17","15-24 years","15-24","2015","2015",49,1752251,2.8
,"Illinois","17","15-24 years","15-24","2016","2016",44,1728204,2.5
,"Illinois","17","15-24 years","15-24","2017","2017",60,1702488,3.5
,"Illinois","17","15-24 years","15-24","2018","2018",54,1675707,3.2
,"Illinois","17","15-24 years","15-24","2019","2019",49,1652607,3.0
,"Illinois","17","15-24 years","15-24","2020","2020",65,1630596,4.0
,"Illinois","17","25-34 years","25-34","2010","2010",58,1775957,3.3
,"Illinois","17","25-34 years","25-34","2011","2011",69,1788198,3.9
,"Illinois","17","25-34 years","25-34","2012","2012",53,1786326,3.0
,"Illinois","17","25-34 years","25-34","2013","2013",69,1784842,3.9
,"Illinois","17","25-34 years","25-34","2014","2014",65,1780945,3.6
,"Illinois","17","25-34 years","25-34","2015","2015",68,1774341,3.8
,"Illinois","17","25-34 years","25-34","2016","2016",71,1774032,4.0
,"Illinois","17","25-34 years","25-34","2017","2017",85,1776073,4.8
,"Illinois","17","25-34 years","25-34","2018","2018",83,1769781,4.7
,"Illinois","17","25-34 years","25-34","2019","2019",69,1758096,3.9
,"Illinois","17","25-34 years","25-34","2020","2020",94,1741284,5.4
,"Illinois","17","35-44 years","35-44","2010","2010",64,1725890,3.7
,"Illinois","17","35-44 years","35-44","2011","2011",55,1703981,3.2
,"Illinois","17","35-44 years","35-44","2012","2012",68,1693816,4.0
,"Illinois","17","35-44 years","35-44","2013","2013",56,1685410,3.3
,"Illinois","17","35-44 years","35-44","2014","2014",76,1679806,4.5
,"Illinois","17","35-44 years","35-44","2015","2015",71,1669816,4.3
,"Illinois","17","35-44 years","35-44","2016","2016",70,1646756,4.3
,"Illinois","17","35-44 years","35-44","2017","2017",84,1639168,5.1
,"Illinois","17","35-44 years","35-44","2018","2018",82,1639725,5.0
,"Illinois","17","35-44 years","35-44","2019","2019",71,1637135,4.3
,"Illinois","17","35-44 years","35-44","2020","2020",66,1636418,4.0
,"Illinois","17","45-54 years","45-54","2010","2010",94,1870879,5.0
,"Illinois","17","45-54 years","45-54","2011","2011",101,1850775,5.5
,"Illinois","17","45-54 years","45-54","2012","2012",105,1824083,5.8
,"Illinois","17","45-54 years","45-54","2013","2013",97,1795460,5.4
,"Illinois","17","45-54 years","45-54","2014","2014",95,1771582,5.4
,"Illinois","17","45-54 years","45-54","2015","2015",89,1746424,5.1
,"Illinois","17","45-54 years","45-54","2016","2016",71,1713154,4.1
,"Illinois","17","45-54 years","45-54","2017","2017",87,1682908,5.2
,"Illinois","17","45-54 years","45-54","2018","2018",89,1639850,5.4
,"Illinois","17","45-54 years","45-54","2019","2019",89,1599789,5.6
,"Illinois","17","45-54 years","45-54","2020","2020",85,1565738,5.4
,"Illinois","17","55-64 years","55-64","2010","2010",81,1473207,5.5
,"Illinois","17","55-64 years","55-64","2011","2011",75,1537348,4.9
,"Illinois","17","55-64 years","55-64","2012","2012",90,1557881,5.8
,"Illinois","17","55-64 years","55-64","2013","2013",99,1589904,6.2
,"Illinois","17","55-64 years","55-64","2014","2014",97,1619080,6.0
,"Illinois","17","55-64 years","55-64","2015","2015",86,1644616,5.2
,"Illinois","17","55-64 years","55-64","2016","2016",105,1655713,6.3
,"Illinois","17","55-64 years","55-64","2017","2017",101,1666188,6.1
,"Illinois","17","55-64 years","55-64","2018","2018",117,1665187,7.0
,"Illinois","17","55-64 years","55-64","2019","2019",103,1658283,6.2
,"Illinois","17","55-64 years","55-64","2020","2020",88,1638460,5.4
,"Illinois","17","65-74 years","65-74","2010","2010",45,849535,5.3
,"Illinois","17","65-74 years","65-74","2011","2011",48,872945,5.5
,"Illinois","17","65-74 years","65-74","2012","2012",56,923499,6.1
,"Illinois","17","65-74 years","65-74","2013","2013",60,964779,6.2
,"Illinois","17","65-74 years","65-74","2014","2014",62,1002122,6.2
,"Illinois","17","65-74 years","65-74","2015","2015",58,1038829,5.6
,"Illinois","17","65-74 years","65-74","2016","2016",64,1072843,6.0
,"Illinois","17","65-74 years","65-74","2017","2017",71,1116989,6.4
,"Illinois","17","65-74 years","65-74","2018","2018",56,1142253,4.9
,"Illinois","17","65-74 years","65-74","2019","2019",73,1176033,6.2
,"Illinois","17","65-74 years","65-74","2020","2020",62,1211741,5.1
,"Illinois","17","75-84 years","75-84","2010","2010",40,524766,7.6
,"Illinois","17","75-84 years","75-84","2011","2011",46,524907,8.8
,"Illinois","17","75-84 years","75-84","2012","2012",43,523100,8.2
,"Illinois","17","75-84 years","75-84","2013","2013",47,526155,8.9
,"Illinois","17","75-84 years","75-84","2014","2014",44,530359,8.3
,"Illinois","17","75-84 years","75-84","2015","2015",46,532731,8.6
,"Illinois","17","75-84 years","75-84","2016","2016",62,538938,11.5
,"Illinois","17","75-84 years","75-84","2017","2017",61,562512,10.8
,"Illinois","17","75-84 years","75-84","2018","2018",62,584034,10.6
,"Illinois","17","75-84 years","75-84","2019","2019",54,600230,9.0
,"Illinois","17","75-84 years","75-84","2020","2020",55,610637,9.0
,"Illinois","17","85+ years","85+","2010","2010",17,234912,Unreliable
,"Illinois","17","85+ years","85+","2011","2011",18,242913,Unreliable
,"Illinois","17","85+ years","85+","2012","2012",24,247838,9.7
,"Illinois","17","85+ years","85+","2013","2013",16,252707,Unreliable
,"Illinois","17","85+ years","85+","2014","2014",22,256052,8.6
,"Illinois","17","85+ years","85+","2015","2015",24,258717,9.3
,"Illinois","17","85+ years","85+","2016","2016",17,259483,Unreliable
,"Illinois","17","85+ years","85+","2017","2017",25,265897,9.4
,"Illinois","17","85+ years","85+","2018","2018",25,266674,9.4
,"Illinois","17","85+ years","85+","2019","2019",28,266969,10.5
,"Illinois","17","85+ years","85+","2020","2020",23,266856,8.6
,"Indiana","18","5-14 years","5-14","2020","2020",11,880056,Unreliable
,"Indiana","18","15-24 years","15-24","2010","2010",47,927541,5.1
,"Indiana","18","15-24 years","15-24","2011","2011",42,931546,4.5
,"Indiana","18","15-24 years","15-24","2012","2012",61,933631,6.5
,"Indiana","18","15-24 years","15-24","2013","2013",54,936934,5.8
,"Indiana","18","15-24 years","15-24","2014","2014",66,941061,7.0
,"Indiana","18","15-24 years","15-24","2015","2015",68,940770,7.2
,"Indiana","18","15-24 years","15-24","2016","2016",82,936397,8.8
,"Indiana","18","15-24 years","15-24","2017","2017",97,931694,10.4
,"Indiana","18","15-24 years","15-24","2018","2018",90,926867,9.7
,"Indiana","18","15-24 years","15-24","2019","2019",69,930398,7.4
,"Indiana","18","15-24 years","15-24","2020","2020",91,927013,9.8
,"Indiana","18","25-34 years","25-34","2010","2010",55,827345,6.6
,"Indiana","18","25-34 years","25-34","2011","2011",67,834966,8.0
,"Indiana","18","25-34 years","25-34","2012","2012",67,836003,8.0
,"Indiana","18","25-34 years","25-34","2013","2013",84,842583,10.0
,"Indiana","18","25-34 years","25-34","2014","2014",91,845927,10.8
,"Indiana","18","25-34 years","25-34","2015","2015",83,850559,9.8
,"Indiana","18","25-34 years","25-34","2016","2016",76,859672,8.8
,"Indiana","18","25-34 years","25-34","2017","2017",106,868804,12.2
,"Indiana","18","25-34 years","25-34","2018","2018",77,877438,8.8
,"Indiana","18","25-34 years","25-34","2019","2019",95,890687,10.7
,"Indiana","18","25-34 years","25-34","2020","2020",101,897324,11.3
,"Indiana","18","35-44 years","35-44","2010","2010",66,840830,7.8
,"Indiana","18","35-44 years","35-44","2011","2011",56,830262,6.7
,"Indiana","18","35-44 years","35-44","2012","2012",81,825294,9.8
,"Indiana","18","35-44 years","35-44","2013","2013",77,826456,9.3
,"Indiana","18","35-44 years","35-44","2014","2014",76,824681,9.2
,"Indiana","18","35-44 years","35-44","2015","2015",75,823056,9.1
,"Indiana","18","35-44 years","35-44","2016","2016",81,814899,9.9
,"Indiana","18","35-44 years","35-44","2017","2017",76,816778,9.3
,"Indiana","18","35-44 years","35-44","2018","2018",90,822202,10.9
,"Indiana","18","35-44 years","35-44","2019","2019",72,828959,8.7
,"Indiana","18","35-44 years","35-44","2020","2020",73,835433,8.7
,"Indiana","18","45-54 years","45-54","2010","2010",114,946768,12.0
,"Indiana","18","45-54 years","45-54","2011","2011",92,935186,9.8
,"Indiana","18","45-54 years","45-54","2012","2012",106,920303,11.5
,"Indiana","18","45-54 years","45-54","2013","2013",104,904904,11.5
,"Indiana","18","45-54 years","45-54","2014","2014",87,891112,9.8
,"Indiana","18","45-54 years","45-54","2015","2015",92,878974,10.5
,"Indiana","18","45-54 years","45-54","2016","2016",109,865746,12.6
,"Indiana","18","45-54 years","45-54","2017","2017",105,854456,12.3
,"Indiana","18","45-54 years","45-54","2018","2018",107,839824,12.7
,"Indiana","18","45-54 years","45-54","2019","2019",86,824029,10.4
,"Indiana","18","45-54 years","45-54","2020","2020",89,813342,10.9
,"Indiana","18","55-64 years","55-64","2010","2010",81,769143,10.5
,"Indiana","18","55-64 years","55-64","2011","2011",66,803177,8.2
,"Indiana","18","55-64 years","55-64","2012","2012",84,812629,10.3
,"Indiana","18","55-64 years","55-64","2013","2013",87,829486,10.5
,"Indiana","18","55-64 years","55-64","2014","2014",88,842381,10.4
,"Indiana","18","55-64 years","55-64","2015","2015",87,855764,10.2
,"Indiana","18","55-64 years","55-64","2016","2016",108,864467,12.5
,"Indiana","18","55-64 years","55-64","2017","2017",102,870607,11.7
,"Indiana","18","55-64 years","55-64","2018","2018",110,873286,12.6
,"Indiana","18","55-64 years","55-64","2019","2019",91,875082,10.4
,"Indiana","18","55-64 years","55-64","2020","2020",85,871082,9.8
,"Indiana","18","65-74 years","65-74","2010","2010",48,452335,10.6
,"Indiana","18","65-74 years","65-74","2011","2011",37,464789,8.0
,"Indiana","18","65-74 years","65-74","2012","2012",50,493554,10.1
,"Indiana","18","65-74 years","65-74","2013","2013",55,514523,10.7
,"Indiana","18","65-74 years","65-74","2014","2014",55,536111,10.3
,"Indiana","18","65-74 years","65-74","2015","2015",61,556692,11.0
,"Indiana","18","65-74 years","65-74","2016","2016",76,576378,13.2
,"Indiana","18","65-74 years","65-74","2017","2017",60,598944,10.0
,"Indiana","18","65-74 years","65-74","2018","2018",62,615581,10.1
,"Indiana","18","65-74 years","65-74","2019","2019",78,636737,12.2
,"Indiana","18","65-74 years","65-74","2020","2020",77,658882,11.7
,"Indiana","18","75-84 years","75-84","2010","2010",31,273501,11.3
,"Indiana","18","75-84 years","75-84","2011","2011",33,273520,12.1
,"Indiana","18","75-84 years","75-84","2012","2012",37,273667,13.5
,"Indiana","18","75-84 years","75-84","2013","2013",39,275677,14.1
,"Indiana","18","75-84 years","75-84","2014","2014",48,278910,17.2
,"Indiana","18","75-84 years","75-84","2015","2015",34,281625,12.1
,"Indiana","18","75-84 years","75-84","2016","2016",37,286716,12.9
,"Indiana","18","75-84 years","75-84","2017","2017",38,295886,12.8
,"Indiana","18","75-84 years","75-84","2018","2018",39,308630,12.6
,"Indiana","18","75-84 years","75-84","2019","2019",49,317937,15.4
,"Indiana","18","75-84 years","75-84","2020","2020",55,325212,16.9
,"Indiana","18","85+ years","85+","2010","2010",11,115272,Unreliable
,"Indiana","18","85+ years","85+","2011","2011",17,119778,Unreliable
,"Indiana","18","85+ years","85+","2012","2012",24,121927,19.7
,"Indiana","18","85+ years","85+","2013","2013",20,124833,16.0
,"Indiana","18","85+ years","85+","2014","2014",14,126423,Unreliable
,"Indiana","18","85+ years","85+","2015","2015",14,127810,Unreliable
,"Indiana","18","85+ years","85+","2016","2016",19,128469,Unreliable
,"Indiana","18","85+ years","85+","2017","2017",17,130060,Unreliable
,"Indiana","18","85+ years","85+","2018","2018",10,130810,Unreliable
,"Indiana","18","85+ years","85+","2019","2019",26,131069,19.8
,"Indiana","18","85+ years","85+","2020","2020",27,131191,20.6
,"Iowa","19","15-24 years","15-24","2010","2010",21,430187,4.9
,"Iowa","19","15-24 years","15-24","2011","2011",26,433187,6.0
,"Iowa","19","15-24 years","15-24","2012","2012",21,435867,4.8
,"Iowa","19","15-24 years","15-24","2013","2013",31,439247,7.1
,"Iowa","19","15-24 years","15-24","2014","2014",28,442690,6.3
,"Iowa","19","15-24 years","15-24","2015","2015",30,445451,6.7
,"Iowa","19","15-24 years","15-24","2016","2016",27,445808,6.1
,"Iowa","19","15-24 years","15-24","2017","2017",37,444186,8.3
,"Iowa","19","15-24 years","15-24","2018","2018",37,441900,8.4
,"Iowa","19","15-24 years","15-24","2019","2019",38,436415,8.7
,"Iowa","19","15-24 years","15-24","2020","2020",36,437831,8.2
,"Iowa","19","25-34 years","25-34","2010","2010",24,382583,6.3
,"Iowa","19","25-34 years","25-34","2011","2011",28,388238,7.2
,"Iowa","19","25-34 years","25-34","2012","2012",27,390200,6.9
,"Iowa","19","25-34 years","25-34","2013","2013",31,390593,7.9
,"Iowa","19","25-34 years","25-34","2014","2014",27,392294,6.9
,"Iowa","19","25-34 years","25-34","2015","2015",31,391509,7.9
,"Iowa","19","25-34 years","25-34","2016","2016",39,394373,9.9
,"Iowa","19","25-34 years","25-34","2017","2017",29,395643,7.3
,"Iowa","19","25-34 years","25-34","2018","2018",30,397715,7.5
,"Iowa","19","25-34 years","25-34","2019","2019",34,398150,8.5
,"Iowa","19","25-34 years","25-34","2020","2020",40,398796,10.0
,"Iowa","19","35-44 years","35-44","2010","2010",24,364548,6.6
,"Iowa","19","35-44 years","35-44","2011","2011",29,360215,8.1
,"Iowa","19","35-44 years","35-44","2012","2012",30,359269,8.4
,"Iowa","19","35-44 years","35-44","2013","2013",29,361649,8.0
,"Iowa","19","35-44 years","35-44","2014","2014",18,363219,Unreliable
,"Iowa","19","35-44 years","35-44","2015","2015",20,366396,5.5
,"Iowa","19","35-44 years","35-44","2016","2016",33,367535,9.0
,"Iowa","19","35-44 years","35-44","2017","2017",26,373088,7.0
,"Iowa","19","35-44 years","35-44","2018","2018",24,379935,6.3
,"Iowa","19","35-44 years","35-44","2019","2019",27,385215,7.0
,"Iowa","19","35-44 years","35-44","2020","2020",39,390589,10.0
,"Iowa","19","45-54 years","45-54","2010","2010",38,439726,8.6
,"Iowa","19","45-54 years","45-54","2011","2011",34,432049,7.9
,"Iowa","19","45-54 years","45-54","2012","2012",38,423537,9.0
,"Iowa","19","45-54 years","45-54","2013","2013",41,414402,9.9
,"Iowa","19","45-54 years","45-54","2014","2014",47,406732,11.6
,"Iowa","19","45-54 years","45-54","2015","2015",32,398825,8.0
,"Iowa","19","45-54 years","45-54","2016","2016",49,389744,12.6
,"Iowa","19","45-54 years","45-54","2017","2017",29,380879,7.6
,"Iowa","19","45-54 years","45-54","2018","2018",40,371331,10.8
,"Iowa","19","45-54 years","45-54","2019","2019",33,362509,9.1
,"Iowa","19","45-54 years","45-54","2020","2020",42,357591,11.7
,"Iowa","19","55-64 years","55-64","2010","2010",25,372750,6.7
,"Iowa","19","55-64 years","55-64","2011","2011",26,389049,6.7
,"Iowa","19","55-64 years","55-64","2012","2012",21,393632,5.3
,"Iowa","19","55-64 years","55-64","2013","2013",31,401545,7.7
,"Iowa","19","55-64 years","55-64","2014","2014",25,407141,6.1
,"Iowa","19","55-64 years","55-64","2015","2015",40,413317,9.7
,"Iowa","19","55-64 years","55-64","2016","2016",38,415998,9.1
,"Iowa","19","55-64 years","55-64","2017","2017",44,417559,10.5
,"Iowa","19","55-64 years","55-64","2018","2018",41,417537,9.8
,"Iowa","19","55-64 years","55-64","2019","2019",43,415696,10.3
,"Iowa","19","55-64 years","55-64","2020","2020",28,411034,6.8
,"Iowa","19","65-74 years","65-74","2010","2010",25,224656,11.1
,"Iowa","19","65-74 years","65-74","2011","2011",18,228350,Unreliable
,"Iowa","19","65-74 years","65-74","2012","2012",14,240544,Unreliable
,"Iowa","19","65-74 years","65-74","2013","2013",29,250275,11.6
,"Iowa","19","65-74 years","65-74","2014","2014",19,259948,Unreliable
,"Iowa","19","65-74 years","65-74","2015","2015",17,270456,Unreliable
,"Iowa","19","65-74 years","65-74","2016","2016",19,281046,Unreliable
,"Iowa","19","65-74 years","65-74","2017","2017",28,291511,9.6
,"Iowa","19","65-74 years","65-74","2018","2018",28,300873,9.3
,"Iowa","19","65-74 years","65-74","2019","2019",27,311447,8.7
,"Iowa","19","65-74 years","65-74","2020","2020",32,323349,9.9
,"Iowa","19","75-84 years","75-84","2010","2010",13,153574,Unreliable
,"Iowa","19","75-84 years","75-84","2011","2011",13,152730,Unreliable
,"Iowa","19","75-84 years","75-84","2012","2012",16,152389,Unreliable
,"Iowa","19","75-84 years","75-84","2013","2013",14,152109,Unreliable
,"Iowa","19","75-84 years","75-84","2014","2014",14,152699,Unreliable
,"Iowa","19","75-84 years","75-84","2015","2015",16,153235,Unreliable
,"Iowa","19","75-84 years","75-84","2016","2016",15,154469,Unreliable
,"Iowa","19","75-84 years","75-84","2017","2017",16,155209,Unreliable
,"Iowa","19","75-84 years","75-84","2018","2018",21,159866,13.1
,"Iowa","19","75-84 years","75-84","2019","2019",18,162833,Unreliable
,"Iowa","19","75-84 years","75-84","2020","2020",32,164692,19.4
,"Iowa","19","85+ years","85+","2013","2013",12,78495,Unreliable
,"Iowa","19","85+ years","85+","2014","2014",14,78702,Unreliable
